name,id,vio_1,vio_2,vio_3,km,change_acc,avg_speed,collision,collided,max_acc,avg_acc,total_distance,annual_pay,csh_dis,final,payment_due,birth_date,phash
Do Thi Huyen,BFT395972,4,2,0,71.65,514,107.96,1,1,0.45,0.22,8349,56000000,-534710.5764,55439154,2/5/25,21/7/87,e685ac06866a2a27fdef3aa9d1181907
Le Van Linh,BFT341233,1,1,1,57.8,620,94.68,1,0,0.52,0.27,8849,80000000,-903828.8,79105120,30/12/24,3/9/86,c53132231e0e3f37fb28fda2dfc56274
Do Thi Mai,BFT302966,3,3,1,183.12,819,83.19,2,1,0.66,0.36,9239,75000000,4701969.547,79573784,14/12/24,30/5/92,fa989901e08ce4466f79414409e24da8
Truong Thi Minh,BFT647744,2,1,0,45.71,491,51.73,0,2,0.43,0.21,10607,75000000,-5484712.957,69631253,9/9/24,7/12/89,35a0fdf812633480dd1f2bd7f491e95a
Duong Van Phuc,BFT638861,3,2,3,169.33,852,119.7,2,0,0.67,0.37,9134,80000000,8779257.204,89104280,31/7/24,7/5/91,f1e4526de035869ce1dd64e17c3b5ba2
Dang Van Linh,BFT588969,4,1,1,166.5,608,128.49,1,1,0.51,0.26,6386,65000000,1576495.475,66663352,14/1/25,18/9/90,2cda04f1276f12df84a323386dc663bd
Dinh Van Can,BFT556712,3,2,2,107.13,717,73.07,2,1,0.59,0.31,12108,50000000,3037899.993,52848989,10/1/25,20/11/84,21d376518197dc2f72b5cd0e4cf46245
Nguyen Van Vinh,BFT150429,1,1,0,50.44,555,79,1,2,0.48,0.24,7715,87000000,-3256338,83630795,15/3/25,23/10/99,dfc989a8ba5949da46e476f9c88a5e8c
Pham Thi Duong,BFT492806,3,3,0,43,628,90.4,1,2,0.52,0.27,12562,250000000,2004604,252159435,24/8/24,6/2/82,9b88ecfb927ed6d59c0137cc114345d9
Ngo Van Thanh,BFT208816,5,3,2,193.81,948,71.91,3,0,0.72,0.4,11513,65000000,7693321.092,72169773,28/10/24,20/10/81,40e4f7d566336c8ea552a968a8acc4b8
Do Van Son,BFT784636,3,3,1,250.42,398,94.86,0,4,0.39,0.17,11473,56000000,668051.46,56684900,16/12/24,26/4/84,c1abcc8c3944d1d9fc38775287c48ddf
Vu Thi Tam,BFT398555,3,2,0,115.4,615,81.82,1,1,0.52,0.27,9063,250000000,-3521397.99,246207025,31/10/24,21/4/81,8fd0233ed3927c9566c209a38a9548a2
Nguyen Van Chi,BFT749226,3,2,1,82.01,718,85.83,2,0,0.59,0.31,12685,56000000,1765107.101,57893594,18/6/24,1/12/82,ef95a910a56ad967711d6e1fae77a68c
Duong Thi Tam,BFT286288,2,3,0,178.66,698,54.37,2,1,0.57,0.29,10196,100000000,306595.104,100292832,7/2/25,3/6/81,0182202971dd4265e090b40a31e66b74
Le Van Chinh,BFT794286,3,2,2,102.09,719,94.41,2,0,0.59,0.31,16914,87000000,5973441,92808480,22/4/25,29/1/88,06ef01ccbc17ee7530a1d0b97d7f4ee4
Dinh Thi Thuy,BFT242086,3,1,2,499,454,61.71,0,1,0.41,0.2,7538,87000000,-1198468,85756518,10/12/24,17/2/93,f6ddaa6fcf280cf8753857cde9f9ae81
Dinh Van Tuyet,BFT294857,2,3,0,320.4,1045,120.5,0,1,0.49,0.48,20202,100000000,5402739.706,105134220,20/8/24,27/6/83,e51e8e80cb18976b6512c076954b1831
Tran Van Khanh,BFT504164,1,1,0,18.52,432,73.68,0,2,0.4,0.19,9598,100000000,-7207010.498,92946060,29/10/24,4/7/92,4ccd83620bc2c83381edd8cb1900b23c
Le Thi Tam,BFT850802,4,2,1,44.25,548,40.31,1,1,0.48,0.24,12074,250000000,-4039799.998,245606850,23/5/25,29/8/85,e2d1a67258856a224e91e4462aaa207d
Hoang Thi Huyen,BFT552222,3,1,0,181.34,634,66.77,1,0,0.53,0.27,4091,87000000,-3576992.834,83322214,4/8/24,28/4/82,a2f940c61f8a51c0fab9c31adc776eb4
Hoang Van Cuong,BFT455206,2,3,1,42.2,487,104.93,0,1,0.43,0.21,4715,75000000,-713578.1805,74314065,25/7/24,16/7/84,20c4cb9ea16c47b9372f3834601256ca
Tran Thi Anh,BFT972437,3,3,0,172.61,713,94.04,0,0,0.58,0.3,10612,87000000,-711442.152,86272802,29/8/24,22/6/84,396ce4d4b8aa1b5757900ce308d436bf
Pham Thi Hang,BFT110833,3,2,2,111.49,396,95.69,0,1,0.38,0.17,15023,75000000,365056.8432,75339412,22/10/24,7/8/85,d17d151166d60a6a70fd43814db21d77
Truong Van Hieu,BFT520615,3,3,0,504.67,454,60.45,0,2,0.41,0.2,15162,250000000,-6697192.975,243221750,6/10/24,26/3/80,f2e8c36af59748408a39248a0030a9e0
Truong Van Huy,BFT876261,2,2,0,95.09,745,94.98,2,1,0.6,0.31,2398,75000000,745926.0354,75796419,31/7/24,18/3/82,db9a07c7b88e5ab459f705e2b8396511
Duong Thi Ai,BFT938214,2,2,1,118.15,393,97.4,0,0,0.38,0.17,12223,120000000,-3558343.558,116253192,12/2/25,8/12/98,0dabc0c50b00224a6539220bb8ba0602
Duong Van Thanh,BFT822071,5,1,1,201.34,778,48.35,1,0,0.37,0.23,7933,50000000,-976294.676,49065210,12/3/25,4/10/90,4cdcffa744400755d2fe43fe630866e4
Truong Van Kim,BFT903266,4,1,2,111.03,323,66.45,1,1,0.34,0.14,9799,250000000,-3407334,246409175,24/3/25,22/4/92,adc76c7221c7718f5c62653f3187c680
Ngo Thi Hang,BFT755147,1,3,1,205.43,668,72.72,1,1,0.55,0.28,4471,50000000,483235.0677,50440349,23/9/24,18/11/81,f368a68f3db007224466080de22e8794
Tran Van Binh,BFT688399,5,2,1,194.95,402,77.61,0,0,0.39,0.18,8969,80000000,-2390062.501,77636144,30/3/25,23/6/93,eb76790fa68331d69fff30e12fdfeac9
Ngo Van Chau,BFT539501,2,2,1,,546,86.39,,,0.47,0.24,9202,250000000,-278276.25,249734975,22/10/24,9/8/84,0bab7679bc4edec42d9378e102591f27
Le Van Bao,BFT795065,1,2,0,247.15,461,122.86,0,0,0.42,0.2,11444,56000000,-1838871.55,54092259,3/2/25,7/12/91,e287caba3fedfc56d316da4ef646c058
Hoang Van Thuan,BFT153794,10,2,1,16.84,374,121.65,0,4,0.47,0.17,7962,80000000,3007528.236,82875266,25/1/25,26/6/91,a434bd46f9d4a2d34faa8ccefc348cfc
Nguyen Van Minh,BFT466247,2,3,1,6.88,641,85.45,1,1,0.53,0.27,6125,92000000,1121893,93176482,10/8/24,21/10/90,2e65b06b6a1198785941b004ed32d2cc
Bui Thi Soan,BFT382538,7,2,0,165.04,697,81.65,2,1,0.57,0.29,13763,65000000,1978186,66978186,23/11/24,22/1/83,93faee6061215a2cd3afac6893ce635a
Dinh Van Kien,BFT617765,5,2,1,76.54,637,61.32,1,1,0.53,0.27,6783,100000000,307315.4192,100296393,9/4/25,7/6/93,1028d81c131e1d0debf6969694ede91c
Le Van Tho,BFT157454,4,2,1,73.26,532,111.19,2,0,0.62,0.32,9180,56000000,2314259,58314259,23/8/24,12/6/82,92c3795528154dd7c9109b173c367247
Tran Thi Chien,BFT439980,3,3,1,83.03,718,100.38,2,1,0.59,0.31,9954,250000000,14477077.26,264193213,27/11/24,3/5/80,625239e1d407872bc95bfbc9cc57c012
Dang Van Chi,BFT131088,4,2,1,80.8,223,87.51,0,1,0.24,0.1,16762,65000000,-2561074,62517137,7/3/25,10/12/86,9406dd478642e0b3299bf7845b806ebc
Bui Van Tam,BFT388222,2,4,1,109.5,601,98.01,1,1,0.51,0.26,8783,100000000,3012675.114,103245368,29/6/24,13/8/96,5532ed44edb75ebe29851f56659296ed
Vu Thi Tam,BFT280883,1,2,1,77.61,417,85.24,0,0,0.4,0.18,8686,65000000,-3054486.359,62152825,5/5/25,8/9/88,e115970b1c2524dc40d4934e337a2e55
Hoang Van An,BFT709113,3,3,1,114.93,474,110.45,0,0,0.42,0.21,9102,80000000,-245368.4464,79722224,11/8/24,15/9/92,ec4dc1afcabbf750dedafecbbc6c8328
Ngo Van Linh,BFT949425,3,2,0,300,608,116.72,1,1,0.51,0.26,7857,80000000,567326.5944,80583410,27/2/25,4/6/96,d062a06fcb32ab00b108e1c8b8e1f941
Dang Van Duy,BFT101034,3,1,0,15.52,504,106.73,1,1,0.45,0.22,16230,400000000,-8070960,391929040,6/11/24,20/2/86,ade8c6ecd13f44b74a5138a3ec72a15f
Do Van Tu,BFT226327,2,0,1,110.37,580,77.24,1,3,0.5,0.25,8904,50000000,-575343.3462,49473640,9/10/24,1/6/90,dfdcdc6d96a604fa3f0c8bc461b8067a
Vu Thi Sang,BFT259655,3,5,0,181.35,696,96.99,2,2,0.57,0.29,13490,87000000,5647211.784,92377262,3/1/25,20/5/82,5ef3816e53301792344c0d9547a03e02
Bui Van Uyen,BFT573414,3,2,0,66.88,1145,69.06,0,2,0.49,0.55,9553,80000000,1321242,81283008,10/4/25,22/3/86,5f3f8f3185a9f43ccf99cf914bef1dfa
Bui Thi Vy,BFT194783,2,4,0,156,386,65.33,0,0,0.38,0.17,10387,45000000,-2456039,42633419,19/10/24,29/5/81,e7754ee2d880ae5d9135931941520717
Dang Thi Hong,BFT350910,3,1,0,84.72,513,111.7,1,1,0.45,,13225,50000000,-871085,49116815,4/4/25,2/4/87,d8483b67caad062c28c5dec7f6e1e7d6
Duong Van Khanh,BFT842370,3,2,1,43.01,497,95.69,1,1,0.44,0.22,10077,65000000,133655.7684,65145725,13/3/25,8/2/87,3c17fc2c78cc6992febba2e466af4d83
Ngo Van Tai,BFT999860,3,3,0,111.33,460,84.9,0,0,0.42,0.2,10258,80000000,-3464798,76635792,7/11/24,22/4/87,c06340b0aa04256855cc033a875eb14a
Vu Thi Anh,BFT215628,4,1,0,168.95,493,73,1,0,0.44,0.21,11680,80000000,-3415740.548,76538456,11/5/25,20/1/92,8b06fdba9aaa7fd9e1b2b4de2b9f0c06
Do Van Duc,BFT113105,5,2,2,148.11,465,80.64,0,2,0.42,0.2,13812,45000000,820665.957,45805657,1/1/25,7/5/82,36d2a5ac87f9b67341040beb8a837d40
Ngo Thi Lieu,BFT676575,3,2,1,3.99,522,53.31,1,2,0.46,0.23,7320,80000000,-1408463.302,78723088,27/2/25,24/11/85,06c5af0ab7ed3dc75a7ec927bd6d350b
Vu Thi Hong,BFT922106,3,2,0,97.73,474,145,0,0,0.42,0.21,8566,80000000,-1584827.496,78466632,30/5/25,10/12/90,4689b25b5f91d202c31ece81861d6081
Dinh Van Duong,BFT747922,2,2,1,135.6,449,93.05,4,0,0.41,0.19,5107,250000000,8531656.202,258015583,4/4/25,26/7/90,8d6a416227aa287315170e59b38b8511
Dinh Van Tri,BFT522448,4,3,2,190.86,381,113.87,0,0,0.47,0.17,9427,80000000,1934880.496,81772950,7/9/24,13/1/80,5cb3596dff075c312eb05a43d96dbe8c
Duong Van Hung,BFT945178,4,2,0,101.91,582,93.57,1,2,0.5,0.25,13100,50000000,66855.846,50068376,2/1/25,2/11/81,e78d907d51e5c1c218393bb73cca9c42
Bui Thi Duong,BFT155340,2,1,2,3.41,733,65.96,2,1,0.33,0.31,10646,87000000,2202763,89275112,27/2/25,24/1/88,aabdf60fd6a0c0437637807878c4b6ab
Nguyen Van Binh,BFT359682,3,2,1,168.49,627,89.13,1,2,0.52,0.27,9864,65000000,1332742.954,66432970,14/1/25,2/2/83,75dd4be8e032d1beffb638ef0df21eab
Tran Thi Thao,BFT601693,1,2,0,204.86,701,63.9,2,1,0.57,0.3,13580,65000000,-83816.3568,64910339,18/7/24,1/1/91,94df2ac059ce50dfb3c2d2c2e060d7a3
Nguyen Thi Phuong,BFT402306,2,1,1,204.62,551,94.33,1,2,0.48,0.24,7122,250000000,317609.7006,250316743,19/10/24,27/4/93,3e7cb27dc4cdbeeb75f9403bb1428145
Le Thi My,BFT696942,2,2,2,89.51,495,80.42,1,1,0.44,0.21,13952,50000000,810530.8674,50859952,18/2/25,26/1/91,5789963c1ba1a9aac9d7e8ba5652813c
Dinh Thi Phat,BFT779030,2,2,1,251.34,771,78.58,1,1,0.46,0.23,14349,87000000,1124714,88190299,11/11/24,22/9/87,3dbfa1c12a7ec733d0e4e444ca7f0652
Vu Van Bao,BFT904384,0,3,1,103.28,611,101.41,1,1,0.52,0.26,11826,80000000,1660195.219,81540068,13/10/24,7/12/80,f5a6f8ba4fad12031ef5af4c5d756ed1
Do Van Thai,BFT294086,3,1,1,181.81,612,80.49,0,2,0.52,0.26,6238,250000000,-3754235.1,246359000,29/3/25,25/12/81,b173e2e06caab55075df5cb877e186bc
Truong Van Hoang,BFT349464,0,3,1,102.52,632,108.44,1,0,0.53,0.27,8266,65000000,971120.4516,66008401,19/7/24,9/11/92,5c7777ae2f737fcaa351b5ad160f96a2
Pham Van Nghia,BFT222979,2,2,0,62.77,762,68.92,2,1,0.62,0.32,10029,250000000,1034000,251091408,1/10/24,22/8/85,89b5514459fc5a8fad421772e43d130d
Hoang Van Thuan,BFT495374,3,2,2,73.76,532,79.53,2,0,0.62,0.32,8952,80000000,3300258.852,83429553,16/4/25,12/8/86,47bbad64f5d6f1a1b1b18ab405cc3f5a
Tran Thi Tam,BFT168412,3,2,1,26.03,469,113.68,0,1,0.42,0.2,4949,65000000,-856973,64143027,10/4/25,26/7/91,92063e216794e6c16fdeefc5e926353c
Ngo Thi Dao,BFT881689,3,1,0,281.61,580,85.19,1,1,0.5,0.25,16488,75000000,-1224434.717,73780298,15/4/25,14/11/92,fd25c8019e297321149a277681daa1dc
Truong Thi Hoa,BFT570502,3,3,1,112.04,603,70.49,1,1,0.51,0.26,13671,87000000,1310033.73,88303119,4/9/24,19/5/84,56b37d169513e99059cd5d60e01c4071
Nguyen Van Kiet,BFT801173,3,3,1,58.41,449,51,0,0,0.41,0.19,10226,65000000,-2698857.949,62339849,11/7/24,5/2/86,7ccdca155b7616b116185978b8a4ea15
Vu Van Tien,BFT313106,2,1,0,22.91,532,100.16,2,1,0.62,0.32,9479,92000000,-151702.623,91851917,25/8/24,3/2/92,fc96b23aaaa63e15751e50624e9f99f1
Pham Van An,BFT616727,2,2,0,54.76,402,107.8,0,0,0.39,0.18,6820,56000000,-3177663.373,52968457,15/8/24,4/5/87,b725e404cd8ab7909a32e6d34178297d
Dang Van Nhi,BFT888374,1,1,1,82.84,692,78.66,1,1,0.56,0.29,7903,250000000,-1627711.401,248218225,22/2/25,18/8/83,5bcf9d7bd5aa2f27ad019e7647e7e5bd
Duong Thi Hien,BFT196672,3,2,1,25.29,294,86.31,0,1,0.59,0.13,9723,80000000,-2596302,77337672,12/12/24,22/10/81,8b02ccc5805d20326d7ffb91d6b59f0b
Pham Van Kien,BFT648230,4,2,0,230.92,585,61.63,1,0,0.5,0.25,6495,65000000,-2021080.862,62916841,11/10/24,20/9/89,7e6fc9c7a0793d86f6aec42587aeebdd
Duong Van Quyen,BFT516355,2,2,1,47.3,400,88.34,0,1,0.39,0.18,9781,100000000,-3372486.77,96750350,11/7/24,21/9/99,a67ed4f7c33396e20a2791eed81cbb83
Dang Van Lam,BFT294747,3,1,1,134.21,803,83.13,2,2,0.65,0.35,9560,75000000,3242624,78242624,31/7/24,1/4/83,2c6aa73532d09d33db101783e3a7c587
Hoang Thi Ly,BFT586473,8,4,1,190.03,525,52.11,1,0,0.46,0.23,6145,80000000,1259925,81259925,31/12/24,23/4/83,e639164f2a1340b277c5a441768de67e
Truong Van Phuoc,BFT819345,,2,1,146.64,347,94.71,2,1,0.36,0.15,11392,87000000,1176642,88251880,27/10/24,19/7/87,edd67e2f5cbcd5df8560ce7e269671f1
Duong Thi Thu,BFT834661,2,2,2,104.2,598,65.12,1,0,0.5,0.26,9912,80000000,776818.308,80802830,4/7/24,22/9/87,7a91e2259cdf2fcf8c78292506860a35
Truong Thi Mai,BFT724294,1,1,1,57.06,641,71.81,1,2,0.53,0.27,13114,250000000,-1401094.573,248611700,1/11/24,12/12/83,b4eb0a122afcb1e842871a7474aded74
Ngo Van Hoa,BFT481567,3,1,0,70.85,409,85.15,0,1,0.39,0.18,7683,75000000,-4897275,70102725,18/4/25,13/8/89,09ef97ea46dcfd788721c86dbd94a020
Pham Thi Trinh,BFT628111,4,1,1,175.64,654,100.03,1,2,0.54,0.28,11047,87000000,2376493.64,89237721,1/5/25,5/2/81,d0a759cf308cc6a75e0c31e8de636de7
Bui Thi Kim,BFT235770,3,3,1,210.01,397,60.57,0,0,0.39,0.17,10195,87000000,-3200675.083,83863928,29/5/25,5/1/90,e7908b6ba9653c62aaf0799d3aa8a011
Dang Van Nghia,BFT958714,3,1,2,55.08,397,76.92,0,1,0.38,0.17,10321,80000000,-1793287.807,78190960,9/4/25,10/9/82,6137506fdf3d5a5a94f4201df039761c
Tran Van Nam,BFT612873,3,1,0,110.16,479,102.52,0,1,0.43,0.21,10696,75000000,-3606445.609,71685053,7/2/25,20/4/81,26319fbaad7df81c4141e29a637a6308
Pham Thi Dung,BFT669123,3,3,0,123.01,667,37.25,1,1,0.55,0.28,11478,75000000,-1632175,73287330,26/1/25,17/11/81,2d2071562f114ea433a78f1c2c2d17d5
Nguyen Van Tri,BFT317046,4,1,1,145.5,707,77.14,2,2,0.58,0.3,8622,75000000,2314941,77394684,5/8/24,12/12/87,bb457e41bf31eb0a42f9c2c123b5c8e5
Duong Van Long,BFT988127,4,1,1,,571,134.63,1,0,0.49,0.25,8754,80000000,1513620.973,81509460,17/10/24,7/11/80,efcc791e55631222ec9ca2f247c11a27
Le Thi Tinh,BFT320134,3,2,0,119.19,499,89.62,1,2,0.45,0.22,10465,56000000,-875876.4599,55154641,29/8/24,19/8/89,ea5968750deab3a244515d2438b074c9
Le Thi Khue,BFT604881,2,1,1,102.97,517,113.7,1,1,0.45,0.22,11564,87000000,177324.736,87196920,6/4/25,29/8/81,f803242b737bca989273482fbb90bafb
Le Van Quy,BFT931395,7,5,0,35.61,695,98.78,2,0,0.57,0.29,8681,87000000,4661043.351,91932843,21/9/24,1/9/96,5545440c58fdf3beee64bf108944c607
Pham Van Kiet,BFT780117,4,2,0,98.97,802,89.62,2,1,0.65,0.34,10369,200000000,5805958,206014044,4/12/24,20/10/82,99f40ed73489756c37e96f533cf5b1f4
Hoang Van Bao,BFT169051,1,0,0,72.06,596,106.8,1,2,0.5,0.26,9676,80000000,-2211074,77856032,10/9/24,3/11/89,1d8b2b45ad657606efcb03ef46f4f784
Nguyen Van Tuyet,BFT735188,4,1,0,378.9,1069,126.54,0,2,0.49,0.49,24986,56000000,3345150.644,59152531,25/4/25,27/11/90,5b62e899a687a0222612b6b4d0596bfb
Dang Van Phuc,BFT809939,3,2,0,101.79,568,103.41,1,0,1,0.25,9074,75000000,138989,75138989,12/10/24,28/7/81,fe4d1d6f54f1c8dd783eb5948c03b3d2
Do Van Hanh,BFT570010,2,1,1,163.69,502,81.86,1,1,0.45,0.22,11819,45000000,-621934.1652,44351537,2/3/25,31/5/88,1d2c40f0394bd882e3ca8dd2b2c5cafd
Dang Van Thu,BFT333406,4,2,1,11.98,704,68.78,2,1,0.57,0.3,13002,87000000,2776936,89681217,2/11/24,13/3/87,0b2095a213c9c74d06125d1d82d8d82f
Duong Van Hung,BFT126689,2,3,2,53.31,742,86.26,2,0,0.34,0.31,14551,45000000,2621638.024,47611235,22/8/24,1/3/82,e8f3a3e338e2d06bc4730ce2d567f9e7
Vu Van Thao,BFT664178,2,4,1,83.09,496,87.7,1,1,0.44,0.21,5462,75000000,812239.4256,75823903,2/9/24,1/8/89,2eed34e5296b5052328b84d609c39b81
Le Thi Huong,BFT689436,2,1,1,132.62,633,100.13,1,2,0.53,0.27,9737,50000000,654921.6564,50655866,4/4/25,27/11/87,6ed6b7d2e37c55e5040a08c2c31e6be3
Hoang Van Trong,BFT652688,3,1,1,57.82,654,33.05,1,2,0.54,0.28,12958,56000000,-972871.8867,55006403,14/4/25,8/2/84,a8dc199f88defe290d3a9f39a95310db
Bui Van Thu,BFT549962,2,2,2,157.12,592,90.72,1,1,0.5,0.25,6188,250000000,7255937.832,257017348,16/4/25,28/1/01,93bfd11073259f8d49209af0c56cd221
Hoang Van Tuan,BFT271300,0,2,2,194.31,562,73.21,1,1,0.49,0.24,6925,80000000,770933,80747028,25/8/24,10/9/84,fd9144e5ca0259b1fab149bafa665824
Vu Thi Tam,BFT431147,3,3,0,173.87,585,114.35,1,0,0.5,0.25,8126,250000000,1035120,251035120,20/9/24,13/9/85,6eae03c757d26563fbdb818cd1123bac
Le Thi Lan,BFT579686,1,1,1,134.94,325,82.87,1,3,0.34,0.14,3421,65000000,-2027907,62892427,20/9/24,19/4/84,662b3cc1dccef1de2b7fd1d589b5bc3a
Bui Van Thai,BFT348823,1,2,0,122.84,502,81.72,1,0,0.45,0.22,9254,250000000,-10536033.8,239592800,25/4/25,21/10/93,0c5a27561fe24b9f2604fe271ce04d6d
Pham Thi Nguyet,BFT120141,3,1,1,261.5,642,123.47,1,0,0.53,0.28,10080,50000000,1078438.673,51120912,13/12/24,2/4/88,60111bfec9c132bf1ba9a4033954c7ac
Dang Van Minh,BFT315952,2,,0,153.64,,90.1,0,1,0.43,0.21,8966,87000000,-4948372,82205996,31/3/25,24/8/84,d7717ff5305241a8057b8a396e707b9e
Bui Van Loc,BFT400406,4,1,0,104.42,579,91.61,1,1,0.5,0.25,7715,75000000,-1634361,73349130,24/7/24,18/5/82,c85e28194c75e740feb624eae54b5764
Hoang Van Tho,BFT525917,4,,0,100.41,703,65.14,2,2,,0.3,6379,75000000,-173244.2374,74824883,9/11/24,31/10/84,cab2497555e361711456a1400fa7f372
Dang Van Hai,BFT888885,2,2,1,126.44,284,98.59,0,0,0.36,0.12,9325,75000000,-3423230,71749995,30/4/25,22/10/01,196754cbb11de66fb1e5e4c557eee8c3
Hoang Van Hieu,BFT862012,1,2,2,114.25,790,104.45,2,2,0.64,0.33,13157,65000000,5298062,70298062,25/2/25,14/7/83,eaf90a8bd244a4a5b00587c0818f87fb
Truong Thi Thanh,BFT755291,7,1,1,259.59,700,103.78,2,0,0.57,0.3,9242,65000000,3341000.349,68177366,18/3/25,17/7/95,a06d0bf86df5bdad2963514ea691d781
Le Van Lang,BFT722212,2,2,1,134.69,639,42.74,1,1,0.53,0.27,14611,87000000,-936204.6,86092825,11/12/24,11/12/90,9e737fee4d385a3b6d2fb171cd781d29
Duong Van Trung,BFT830360,2,1,0,101.25,554,85.13,1,1,0.48,0.24,14020,56000000,-1642041.143,54282743,31/10/24,13/9/80,73e620f8ea2cc27e26825646b8cd75c8
Dinh Thi Thanh,BFT586804,2,2,0,168.89,589,71.31,1,2,0.5,0.25,12749,92000000,-1583510.544,90422053,2/3/25,3/1/83,df404e1f1dacbb12e0243c25f38206cf
Pham Thi Tham,BFT875884,4,4,1,17.96,647,71,1,1,0.54,0.28,16975,80000000,2789122.146,82801470,4/1/25,24/4/86,97f40121a8c0f267a85715ea4bdefd05
Bui Thi Xuan,BFT731471,2,2,1,114.4,427,85.98,0,0,0.4,0.19,11320,50000000,-1723871.642,48273045,10/11/24,24/9/81,879d62268c8596489a0b89584f25612e
Hoang Thi Thanh,BFT545673,4,1,0,171.33,553,93.39,1,2,0.48,0.24,16059,65000000,-489314,64510687,31/1/25,10/10/92,bf9c0228e0ef83a62c24b600e97b0e53
Tran Van Tam,BFT489972,4,1,1,170.36,473,132.45,0,1,0.42,0.21,10004,75000000,60111.5394,75055630,27/12/24,11/6/02,2ac29bb57d47c2d79a260d980361c8a2
Le Thi Quyen,BFT721700,3,3,1,147.43,772,65.65,1,0,0.47,0.23,6447,92000000,449026.4156,92403531,20/7/24,14/11/82,af84ad03c8108f1fda8a4e2acbc5f656
Ngo Van Thanh,BFT891045,2,4,1,147.26,361,97.06,2,1,0.37,0.16,8768,50000000,1258405.553,51224203,11/8/24,13/1/84,d8ad4916e5d0760b16bd9ed7d13523fe
Pham Van Phuc,BFT955252,4,4,1,73.28,548,94.8,1,1,0.48,0.24,10213,120000000,3866019,124022076,10/4/25,17/8/82,4989bbe9cf2b5d6f804456ae6aaff5e0
Truong Thi Son,BFT481182,5,1,1,179.55,887,67.94,3,0,0.69,0.38,12996,80000000,4750247.126,84679582,13/10/24,19/5/84,6d4b39d7a2331762fca31c4060ee265e
Truong Thi Trang,BFT513652,3,2,1,281.26,707,34.14,2,1,0.58,0.3,6977,80000000,806847.1779,80812510,17/7/24,11/2/92,2ec59dbe1e5024d97c241c10ec4d9820
Do Van Xuan,BFT454878,4,0,1,111.34,389,99.77,0,2,0.38,0.17,15771,87000000,-2557290.201,84649730,30/5/25,22/1/87,34639edafdf7f6330332c7bc58a06503
Do Van Tan,BFT258213,2,3,1,104.27,360,114.53,2,0,0.37,0.16,9845,80000000,1361626.393,81342165,16/11/24,13/6/86,012c447407a5852d9b832d301571cebd
Do Van Quang,BFT877106,3,1,1,206.69,489,63.76,0,0,0.43,0.21,8054,80000000,-3857496,76142504,20/11/24,14/10/90,eecf733a52dcef08a5b9f23f687cb99d
Dinh Van Bao,BFT912468,2,2,0,55.57,593,72.74,1,0,0.5,0.25,9786,75000000,-2848269.488,72339435,21/11/24,15/7/82,96649e9c7c08e10e09c4348a3a8a53fa
Nguyen Van Quan,BFT773095,2,0,0,0.85,572,87.98,1,0,0.49,0.25,9920,56000000,-2882842.425,53147030,30/7/24,22/4/86,0f23be5f95f22ab455c2a0496c07fbc4
Tran Thi Giang,BFT309045,3,2,1,3.02,542,117.44,2,0,0.64,0.33,9007,80000000,3352309.542,83253406,21/5/25,26/6/89,104d41724f94cb1a38e96904b9677adc
Pham Van Thu,BFT735163,2,2,1,135.49,986,109.52,3,0,0.75,0.41,6558,75000000,5908534.111,81213623,30/5/25,30/8/90,6aeddc6bee0e474f9ab70c4da983d9ad
Nguyen Van Linh,BFT816288,4,2,0,62.61,606,82.64,1,1,0.51,0.26,8664,65000000,-929071,64070929,31/12/24,20/12/85,61778036c1126a3f5c6f5f08a8c1e659
Pham Thi Hanh,BFT339666,3,2,0,51.73,736,77.97,2,0,0.33,0.31,6609,50000000,-398194,49579165,28/2/25,13/5/84,b69f19f87f4e458a37deaa202a49d58a
Ngo Thi Men,BFT883441,4,3,0,110.37,527,93.11,1,1,0.46,0.23,8306,80000000,-410028.6672,79612376,29/7/24,20/6/88,26558c9d5e013eeed079cb1fe82283ac
Le Van Hao,BFT952010,4,1,1,177.82,736,92.53,2,2,0.33,0.31,13148,75000000,2942208.663,77980179,11/3/25,7/6/85,f08f370fea3e9184dcc20b6df1699485
Do Thi Tam,BFT267058,4,1,0,200.71,777,77.66,1,0,0.37,0.23,7871,75000000,-2025245.151,72761940,15/3/25,1/4/91,17ae5e087e738921ad4aa24081250cd7
Tran Thi Hoai,BFT117920,4,2,2,203.25,606,81.86,1,0,0.51,0.26,5336,75000000,2231098.104,77014302,4/12/24,20/9/87,7f3762edafb5cc04df03e8f74207a078
Ngo Thi Tu,BFT468170,3,0,1,64.6,613,107.95,0,2,0.52,0.26,8055,80000000,-942249.9632,79087144,15/4/25,10/10/84,88d8b0d0d8fc214c20667d736abfda87
Dang Van Tien,BFT495546,5,3,1,46.46,1012,69.79,3,0,0.77,0.43,8604,92000000,8439670.09,99904748,26/11/24,17/4/84,61f91ee9d8239250cfc9c5f43c69a17b
Bui Thi Lan,BFT225116,4,2,0,149.41,805,83.61,2,1,0.65,0.35,11062,87000000,2611123.073,89594148,30/11/24,18/7/83,fc266e25cbd9ac25281fe2ac377cc553
Hoang Van Giap,BFT187655,3,1,1,136.89,628,113.1,1,1,0.52,0.27,9270,75000000,1220768,76267409,18/4/25,6/10/92,a04fbbe51a1bb6364aa59322a953e11f
